,Unnamed: 0,Text,Language,Class,Number of words,Number of spaces
4812,4812,​ con una periodicidad semanal la revista es publicada en reino unido por la compañía nature publishing group subsidiaria de macmillan publishers propiedad del grupo editorial holtzbrinck dueños del semanario die zeit,Spanish,0,32,31
4813,4813,nature tiene oficinas en londres nueva york san francisco washington d c tokio parís múnich y basingstoke y dispone de corresponsales propios en la mayoría de los países industrializados,Spanish,0,29,28
4814,4814,la editorial publica también varias revistas especializadas bajo el nombre de nature como nature neuroscience nature methods y nature structural and molecular biology entre otros títulos,Spanish,0,26,25
4815,4815,la revista es leída por científicos e investigadores de todo el mundo siendo la mayor parte de los artículos exposiciones de trabajos de investigación muy técnicos,Spanish,0,26,25
4816,4816,sin embargo también incluye editoriales y noticias científicas de carácter general así como artículos sobre política científica en diferentes países críticas de libros técnicos y de divulgación y artículos sobre la historia y el futuro de algunas disciplinas científicas,Spanish,0,39,38
4817,4817,según los journal citation reports la revista tiene un factor de impacto de ,Spanish,0,14,13
4818,4818,​ para la mayoría de los científicos publicar en nature constituye una marca de prestigio,Spanish,0,15,14
4819,4819,la revista rechaza en torno al  de los artículos que le son enviados para la revisión por pares,Spanish,0,19,18
4820,4820,​ los artículos publicados aparecen en ocasiones reseñados por la prensa general y se considera que se encuentran en el frente de la investigación científica,Spanish,0,25,24
4821,4821,algunos artículos famosos publicados por nature fueron en  fue galardonada con el premio príncipe de asturias de comunicación y humanidades junto con la revista science «por su labor durante más de un siglo impulsando y difundiendo las grandes conquistas científicas de la humanidad acercando de este modo la ciencia a la vida»,Spanish,0,53,52
4822,4822,​ los artículos publicados en nature se someten a un riguroso sistema de arbitraje por expertos internacionales en cada área del conocimiento,Spanish,0,22,21
4823,4823,los artículos publicados han pasado el filtro de la revisión por pares,Spanish,0,12,11
4824,4824,en casos dudosos algunos de los experimentos son repetidos por otros científicos confidencialmente antes de su publicación,Spanish,0,17,16
4825,4825,los editores de la revista realizan también una importante criba determinando si el artículo es o no de interés general y si está o no entre los temas de interés científico superior,Spanish,0,32,31
4826,4826,a pesar de todos estos filtros algunos artículos publicados por la revista constituyeron famosos escándalos al demostrarse la falsedad de los resultados presentados,Spanish,0,23,22
4827,4827,tales fueron los casos de la memoria del agua o la fusión fría,Spanish,0,13,12
4828,4828,wikipedia es una enciclopedia librenota ​ políglota y editada de manera colaborativa,Spanish,0,12,11
4829,4829,es administrada por la fundación wikimedia una organización sin ánimo de lucro cuya financiación está basada en donaciones,Spanish,0,18,17
4830,4830,sus más de  millones de artículos en  idiomas han sido redactados en conjunto por voluntarios de todo el mundo​ lo que suma más de  millones de ediciones y permite que cualquier persona pueda sumarse al proyecto​ para editarlos a menos que la página se encuentre protegida contra vandalismos para evitar problemas o disputas,Spanish,0,56,55
4831,4831,fue creada el  de enero de  por jimmy wales y larry sanger​ y es la mayor y más popular obra de consulta en internet,Spanish,0,26,25
4832,4832,​​​ desde su fundación wikipedia no solo ha ganado en popularidad —se encuentra entre los  sitios web más populares del mundo—​​ sino que además su éxito ha propiciado la aparición de proyectos hermanos wikcionario wikilibros wikiversidad wikiquote wikinoticias wikisource wikiespecies y wikiviajes,Spanish,0,43,42
4833,4833,existen tres características esenciales del proyecto wikipedia que definen en conjunto su función en la web,Spanish,0,16,15
4834,4834,el lema «la enciclopedia libre que todos pueden editar» explica los tres principios​ según su cofundador jimmy wales el proyecto constituye «un esfuerzo para crear y distribuir una enciclopedia libre de la más alta calidad posible a cada persona del planeta en su idioma» para lograr «un mundo en el que cada persona del planeta tenga acceso libre a la suma de todo el saber de la humanidad»,Spanish,0,68,67
4835,4835,​ se desarrolla en el sitio wikipediaorg haciendo uso de un software wiki —término originalmente usado para el wikiwikiweb—,Spanish,0,19,18
4836,4836,wikipedia ha recibido diversas críticas,Spanish,0,5,4
4837,4837,algunos la han acusado de parcialidad sistémica y de inconsistencias​ con críticas sobre la política del proyecto enciclopédico de favorecer el consenso sobre las credenciales en su proceso editorial​​ otras críticas han estado centradas en su susceptibilidad de ser vandalizada y en la aparición de información espuria o falta de verificación​ aunque estudios eruditos sugieren que el vandalismo en general es deshecho con prontitud,Spanish,0,64,63
4838,4838,​​ de las  ediciones diecisiete superan el    de artículos inglés cebuano sueco alemán  francés neerlandés ruso italiano español polaco samareño vietnamita japonés chino árabe portugués y ucraniano,Spanish,0,30,29
4839,4839,nota ​ una buena parte de sus ediciones idiomáticas está disponible para ser utilizada offline distribuida en dvd u otros soportes,Spanish,0,21,20
4840,4840,​ muchas de sus ediciones han sido replicadas a través de internet —mediante «espejos»— y han dado origen a enciclopedias derivadas —bifurcaciones— en otros sitios web,Spanish,0,26,25
4841,4841,​ wikipedia ha sido criticada por exhibir sesgos sistémicos y por estar sujeta a manipulación y giro en temas controvertidos​ edwin black ha criticado a wikipedia por presentar una mezcla de verdad verdad a medias y algunas falsedades,Spanish,0,38,37
4842,4842,​ wikipedia también ha sido criticada por prejuicios de género particularmente en su versión en inglés donde la mayoría de los editores son hombres,Spanish,0,24,23
4843,4843,sin embargo se han realizado maratones de edición para alentar a las editoras y aumentar la cobertura de temas relacionados con la mujer,Spanish,0,23,22
4844,4844,​ facebook anunció que para  ayudaría a los lectores a detectar noticias falsas sugiriendo enlaces a artículos relacionados de wikipedia,Spanish,0,21,20
4845,4845,youtube anunció un plan similar en ,Spanish,0,7,6
4846,4846,​ es uno de los  sitios web más populares según la clasificación de alexa en enero de  y la revista the economist la colocó como el decimotercer lugar más visitado en la web,Spanish,0,35,34
4847,4847,​ sin publicidad está alojado por la fundación wikimedia una organización estadounidense sin fines de lucro financiada principalmente a través de donaciones,Spanish,0,22,21
4848,4848,​ wales cita el ensayo el uso del conocimiento en la sociedad escrito por el economista y filósofo de la escuela austriaca y premio nobel de economía friedrich hayek que leyó cuando era estudiante​ como «central» para su pensamiento acerca de «cómo gestionar el proyecto wikipedia»​​​​ hayek argumenta que la información está descentralizada —cada individuo solo conoce una pequeña fracción de lo que se conoce colectivamente— y como resultado las decisiones se toman mejor por aquellos con conocimientos locales en lugar de por una autoridad central,Spanish,0,86,85
4849,4849,​​ wales reconsideró el ensayo de hayek en la década de  mientras estaba leyendo sobre el movimiento de código abierto que abogaba por la distribución gratuita de software libre,Spanish,0,30,29
4850,4850,fue particularmente conmovido por el ensayo la catedral y el bazar escrito por uno de los fundadores del movimiento eric s raymond y adaptado más adelante en un libro,Spanish,0,29,28
4851,4851,wales afirmó que ese ensayo «abrió sus ojos a las posibilidades de colaboración masiva»,Spanish,0,14,13
4852,4852,​ en marzo de  jimmy wales creó nupedia un proyecto de enciclopedia libre basado en un ambicioso y exhaustivo proceso de revisión por pares​ diseñado para hacer sus artículos de una calidad comparable a la de las enciclopedias profesionales gracias a la participación de eruditos –principalmente doctorandos y académicos— a los que se proponía colaborar de modo no remunerado,Spanish,0,60,59
4853,4853,el proyecto tuvo el apoyo económico de la empresa bomis fundada por wales y administrada por este junto con un compañero desde ​ y la colaboración de richard stallman quien propuso el cambio a la licencia pública general de gnu desde la antigua nupedia open content license,Spanish,0,47,46
4854,4854,​ larry sanger doctor en filosofía que ya conocía anteriormente a wales de mantener con él discusiones filosóficas por internet fue contratado por este y se convirtió en redactor jefe de nupedia,Spanish,0,32,31
4855,4855,​ debido al lento avance del proyecto en  se creó un wiki —usemod— vinculado a nupedia cuya finalidad inicial era agilizar la creación de artículos de forma paralela antes de que estos pasaran al sistema de revisión por expertos,Spanish,0,40,39
4856,4856,existe cierta polémica entre los fundadores de nupedia sobre quién propuso originalmente la idea de usar un wiki a jimbo wales si larry sanger o bien una tercera persona​ pero el caso es que el éxito de aquel «pequeño proyecto paralelo» —wikipedia— acabó eclipsando a nupedia que dejó de funcionar en ,Spanish,0,52,51
4857,4857,el proyecto wikipedia se inició el  de enero de ,Spanish,0,11,10
4858,4858,el artículo más antiguo que puede encontrarse en wikipedia es uuu creado el  de enero de  en la versión inglesa consistía en tres enlaces hacia sendos artículos sobre el reino unido estados unidos y uruguay,Spanish,0,37,36
4859,4859,"​
larry sanger pasó a colaborar con wikipedia y trabajó activamente en la organización y directrices del proyecto se marchó en  por desacuerdos con wales",Spanish,0,25,24
4860,4860,​ ese año wikipedia abarcaba  idiomas  en  y  a finales de ,Spanish,0,16,15
4861,4861,wikipedia y nupedia coexistieron hasta la extinción de la segunda en ,Spanish,0,12,11
4862,4862,"​
sin embargo la posibilidad de utilizar publicidad en wikipedia provocó una reacción de parte de los contribuyentes de la wikipedia en español motivo que llevó a la creación de la enciclopedia libre universal en español en febrero de ",Spanish,0,39,38
4863,4863,​ este episodio podría haber impulsado a su vez la determinación de no utilizar publicidad la creación de la fundación wikimedia y el cambio al nuevo url,Spanish,0,27,26
4864,4864,​ se han iniciado otros varios proyectos de enciclopedia con formato wiki en gran parte bajo una filosofía diferente de la apertura y el modelo editorial del «punto de vista neutral» desarrollado por wikipedia,Spanish,0,34,33
4865,4865,por ejemplo wikinfo uno de los portales web no requiere un punto de vista neutral y permite la investigación original,Spanish,0,20,19
4866,4866,​ también hubo nuevos proyectos inspirados en wikipedia —como citizendium scholarpedia conservapedia y knol de google​— donde algunos de los aspectos que son fundamentales en wikipedia se abordan de manera diferenciada como las políticas de revisión por pares la investigación original y la publicidad comercial,Spanish,0,45,44
4867,4867,el  de septiembre de  wikipedia alcanzó  millón de artículos en  idiomas,Spanish,0,15,14
4868,4868,​ en  la versión en inglés superó los  millones de artículos convirtiéndose en la enciclopedia con mayor número de artículos de la historia y superando en ese aspecto a la yongle dadian de  que sostuvo el récord durante varios siglos,Spanish,0,43,42
4869,4869,​ debido a su popularidad y sencillez el oxford english dictionary ha considerado introducir el término wiki,Spanish,0,17,16
4870,4870,​ en octubre de  wikimedia anunció el lanzamiento de wikipedia zero una iniciativa para permitir el acceso gratuito móvil datos a la wikipedia en países del tercer mundo a través de colaboraciones con operadores de telecomunicaciones móviles,Spanish,0,38,37
4871,4871,​​ la palabra wikipedia nombre propio acuñado por larry sanger a principios de  es la contracción de wiki una tecnología para crear sitios web colaborativos procedente a su vez de wikiwiki  rápido  en hawaiano​ y encyclopedia  enciclopedia  en inglés,Spanish,0,44,43
4872,4872,​ este nombre se pronuncia en inglés como  ˌwɪkɨˈpiːdiə ·i o afi ˌwɪkiˈpiːdiə afi,Spanish,0,13,12
4873,4873,la wikipedia en español creada meses después heredó el nombre,Spanish,0,10,9
4874,4874,tras una votación realizada entre septiembre y noviembre de  por parte de los usuarios de esta se decidió seguir con el mismo término,Spanish,0,24,23
4875,4875,en la votación se barajaron los siguientes nombres —por orden de popularidad— librepedia huiquipedia uiquipedia güiquipedia viquipedia ñiquipedia velozpedia limonpedia güisquipedia y velocipedia,Spanish,0,23,22
4876,4876,​ otros que también usaron el nombre wikipedia fueron los idiomas —ordenados según el iso — alemán bretón corso danés euskera filipino finlandés gallego neerlandés indonesio islandés italiano nauruano noruego polaco rumano siciliano somalí suajili y sueco,Spanish,0,37,36
4877,4877,esta es una lista de las grafías alternativas usadas para nombrar a wikipedia en las diferentes ediciones​ nota cada asterisco  denota una referencia respectiva por la múltiple adopción lingüística,Spanish,0,30,29
4878,4878,desde su inicio en  wikipedia ha utilizado diferentes marcas corporativas,Spanish,0,11,10
4879,4879,el elemento común en todas ellas es una esfera escrita como elemento central simbolizando el mundo y el conocimiento,Spanish,0,19,18
4880,4880,en  se adoptó por concurso internacional el dibujo de una esfera incompleta conocida como globorompecabezas compuesta por piezas de un rompecabezas de varios colores con enlaces en azul pertenecientes a distintas escrituras del mundo simbolizando así la condición de «obra en construcción» que tiene wikipedia,Spanish,0,46,45
4881,4881,​ el diseño que ganó el concurso internacional sufrió algunas modificaciones antes de ser aprobado como logo oficial principalmente la eliminación del color y el reemplazo de los enlaces por grafemas de diversas escrituras del mundo,Spanish,0,36,35
4882,4882,la denuncia de diversos errores e inconsistencias en los símbolos incluidos en el globorompecabezas y la posibilidad de diseñar una imagen animada o fotorrealista impulsó entre diversos editores de wikipedia un debate sobre la posibilidad de realizar modificaciones en el elemento gráfico,Spanish,0,42,41
4883,4883,como consecuencia y tras la labor realizada a través de una iniciativa de la fundación wikimedia junto a miles de voluntarios para modificar la interfaz de la enciclopedia el dibujo de la globorompecabezas fue reemplazado en  por un modelo tridimensional en el que algunos símbolos de las piezas de rompecabezas fueron reemplazados por otros principalmente aquellos que constituyen el primer grafema de la palabra wikipedia en distintas wikipedias que existen en el mundo,Spanish,0,74,73
4884,4884,por añadidura se cambió la tipografía del elemento denominativo —«wikipedia la enciclopedia libre»— para usar la fuente abierta linux libertine con excepción de la w inicial que se mantiene con la fuente hoefler text y constituye también uno de los símbolos oficiales,Spanish,0,42,41
4885,4885,​​​ cada wikipedia según idioma es autónoma y tiene facultades para elegir la marca que la identifique,Spanish,0,17,16
4886,4886,a partir de  todas han adoptado básicamente la misma con el elemento denominativo «wikipedia the free encyclopedia» —«wikipedia la enciclopedia libre»— traducido al idioma en que se escribe cada una,Spanish,0,31,30
4887,4887,las marcas han sido realizadas voluntaria y gratuitamente por usuarios de wikipedia y sus derechos pertenecen a la fundación wikimedia,Spanish,0,20,19
4888,4888,han existido y existen muchas enciclopedias en línea que compitieron con wikipedia como microsoft encarta y encyclopædia britannica sin embargo ninguna ha logrado el mismo éxito que wikipedia,Spanish,0,28,27
4889,4889,​​ wikipedia busca crear un resumen de todo el conocimiento humano con cada tema cubierto enciclopédicamente en un artículo,Spanish,0,19,18
4890,4890,como tiene terabytes de espacio disponible puede abarcar muchos más temas que cualquier enciclopedia impresa,Spanish,0,15,14
4891,4891,el grado exacto y la forma de cobertura en wikipedia se encuentran en constante revisión por parte de sus editores y los desacuerdos no son infrecuentes tal como lo demuestra la controversia sobre eliminación de contenidos,Spanish,0,36,35
4892,4892,​​ según un estudio realizado por la revista nature en  «wikipedia alcanzaba a la enciclopedia británica» en calidad​ aunque existe controversia sobre este asunto,Spanish,0,25,24
4893,4893,​​ además sus contenidos están disponibles en formato impreso,Spanish,0,9,8
4894,4894,​​ otro estudio realizado por la universidad carnegie mellon y palo alto research center sobre las mayores categorías de artículos en la wikipedia en inglés desde julio de  hasta enero de  arrojó los siguientes resultados​ para la visualización de artículos la fundación wikimedia rediseñó la interfaz con un tema o tapiz que se conoce como vector creado en ,Spanish,0,61,60
4895,4895,​​ antes de la actualización años atrás existía una interfaz clásica conocida como monobook con limitadas características,Spanish,0,17,16
4896,4896,​ dentro de la interfaz existen variedad de mandos usados para navegar o editar páginas,Spanish,0,15,14
4897,4897,por ejemplo para buscar ir a otros enlaces o ampliar imágenes como otros sitios web,Spanish,0,15,14
4898,4898,además mediante las pestañas pueden navegar interaccionar o colaborar con otras páginas,Spanish,0,12,11
4899,4899,aunque algunas actividades de mantenimiento son ocultas para los usuarios no registrados en el proyecto,Spanish,0,15,14
4900,4900,para editar un artículo se recurre al código wiki en una caja de texto a través de la pestaña editar que no siempre está disponible en caso de alguna prevención contra el vandalismo,Spanish,0,33,32
4901,4901,entre sus mandos no se asemejan al clásico html por ejemplo para los enlaces se usan corchetes signos iguales para los títulos entre otros lo cual puede dar una mala impresión a aquellas personas que no tengan conocimientos en informática,Spanish,0,40,39
4902,4902,​ en octubre de  wikipedia abarcaba  ediciones «activas» en distintos idiomas y dialectos,Spanish,0,15,14
4903,4903,cada edición trabaja de forma independiente no está obligada a incluir el contenido de otras ediciones y solo debe respetar políticas globales tales como la de mantener un «punto de vista neutral»,Spanish,0,32,31
4904,4904,sin embargo se comparten algunos artículos e imágenes entre las diversas ediciones de wikipedia o a través del repositorio de wikimedia commons y se solicitan traducciones organizadas de artículos procedentes de otras ediciones,Spanish,0,33,32
4905,4905,los artículos traducidos representan solamente una pequeña parte del total en cualquiera de ellas,Spanish,0,14,13
4906,4906,​ las cinco ediciones con más artículos son en orden descendente inglés sueco neerlandés alemán y francés,Spanish,0,17,16
4907,4907,en enero de  wikipedia contenía  ediciones — activas— en varios estados de desarrollo que sumaban más de  millones de artículos,Spanish,0,23,22
4908,4908,​ la lista de idiomas incluye idiomas artificiales como el esperanto lenguas indígenas o aborígenes como el náhuatl el maya y las lenguas de las islas andamán o lenguas muertas como el latín el chino clásico o el anglosajón,Spanish,0,39,38
4909,4909,el  de marzo de  la wikipedia en inglés se convirtió en la primera en superar el millón de artículos seguida el  de diciembre de  por la wikipedia en alemán el  de septiembre de  por la wikipedia en francés el  de diciembre de  por la wikipedia en neerlandés el  de enero de  por la wikipedia en italiano el  de mayo del mismo año por la wikipedia en ruso el  del mismo mes por la wikipedia en español el  de junio por la wikipedia en sueco y el  de septiembre por la wikipedia en polaco,Spanish,0,107,106
4910,4910,durante la primera mitad de  alcanzaron también el millón de artículos tres ediciones en lenguas asiáticas la wikipedia en vietnamita la wikipedia en samareño y la wikipedia en cebuano,Spanish,0,30,29
4911,4911,la siguiente es una lista de las dieciséis mayores ediciones ordenadas por número de artículos,Spanish,0,15,14
4912,4912,las cifras que son referenciadas respectivamente a cada versión son actuales,Spanish,0,11,10
4913,4913,muchas ediciones de wikipedia —como la sueca la neerlandesa y la rusa— utilizan bots para la creación automática de esbozos razón por la que el número de artículos no es necesariamente una referencia válida con respecto a su estado o calidad,Spanish,0,41,40
4914,4914,​​ una categorización diferente sería la media de tamaño por artículo así una wikipedia con numerosos artículos de apenas unos pocos bytes quedaría situada por debajo de otra con menos entradas pero más trabajadas,Spanish,0,34,33
4915,4915,también hay que tener en cuenta que muchas wikipedias —como por ejemplo la rusa la japonesa la china y la hebrea— usan alfabetos no latinos silabarios o sistemas ideográmicos y ello aumenta el tamaño de las bases de datos,Spanish,0,39,38
4916,4916,países desde donde se editan los artículos,Spanish,0,7,6
4917,4917,según estadísticas de wikipedia en  ingresan mensualmente al sitio unos  millones de dispositivos tomando el promedio de los últimos doce meses,Spanish,0,23,22
4918,4918,​ aparte del sitio web se han elaborado otras versiones alternativas que cumplen la misión de visualizar artículos a pesar de las críticas a la censura de artículos,Spanish,0,28,27
4919,4919,en agosto de  la fundación wikimedia lanzó una aplicación oficial de wikipedia para el iphone y el ipod touch que se puede descargar de la app store,Spanish,0,28,27
4920,4920,esta aplicación es libre gratuita y solo funciona en el iphone g o en versiones más recientes,Spanish,0,17,16
4921,4921,​ también hay versión para android,Spanish,0,6,5
4922,4922,​ en cuanto a acceso mediante sitio web ya existían alternativas como el sitio wapedia sin embargo wikipedia cuenta con su propia versión móvil del sitio disponible en línea,Spanish,0,29,28
4923,4923,otras versiones publicadas por la fundación wikimedia fueron las distribuciones en soporte físico sobre cd  y dvd  en las cuales se incluían las versiones en alemán polaco portugués e inglés,Spanish,0,32,31
4924,4924,esto se hace mediante el software libre kiwix que permite su instalación directa,Spanish,0,13,12
4925,4925,estas características permiten que sea posible ser usadas en computadoras sin conexión a internet permitiendo la interactividad y comunicación entre diferentes puestos como por ejemplo centros infantiles,Spanish,0,27,26
4926,4926,​ en wikipedia hay servicios que ofrecen la versión impresa,Spanish,0,10,9
4927,4927,mediawiki ha incorporado una herramienta de recolección para exportar artículos a odf o pdf,Spanish,0,14,13
4928,4928,​ también existe la posibilidad de imprimir libros vía pediapress un programa socio de la fundación wikimedia mediante la misma solicitud,Spanish,0,21,20
4929,4929,​ desde octubre de  china había bloqueado el acceso a wikipedia pues el gobierno bloquea habitualmente el acceso a los sitios web que considera subversivos y filtra las páginas de internet con términos que considera delicados,Spanish,0,37,36
4930,4930,​ un año después wikipedia fue desbloqueada en el territorio chino aunque la censura se mantuvo parcialmente con los términos «sensibles» tales como tíbet o falun gong,Spanish,0,27,26
4931,4931,​ en  varios centros educativos de los estados unidos prohibieron el uso de wikipedia desde sus instalaciones por considerarla poco fiable,Spanish,0,22,21
4932,4932,​ también en el mismo año   usuarios solicitaron a través del sitio web care  la retirada de las imágenes sobre mahoma en los artículos de wikipedia,Spanish,0,28,27
4933,4933,en este caso la petición fue rechazada,Spanish,0,7,6
4934,4934,​ en octubre de  debido a la aprobación de la ley mordaza la wikipedia en italiano tuvo que suspender las actividades por temor a la severas multas que ejecutarían en sus contenidos biográficos,Spanish,0,34,33
4935,4935,​ de manera similar en enero de  la versión inglesa se autocensuró para protestar a la ley sopa durante un día entero,Spanish,0,23,22
4936,4936,uno de los delegados de twitter dick costolo consideró al sitio web que «cerrar un negocio global por un solo asunto de política nacional es una locura»,Spanish,0,27,26
4937,4937,​​ la comunidad de wikipedia es una red de voluntarios a veces conocidos como «wikipedistas» y a veces simplemente llamados «usuarios» que hacen aportaciones a la enciclopedia en línea wikipedia,Spanish,0,30,29
4938,4938,existe una jerarquía por la que ciertos editores son elegidos para tener mayor control editorial de los miembros de la comunidad,Spanish,0,21,20
4939,4939,emigh y herring sostienen que «unos pocos usuarios activos cuando actúan en concierto con las normas establecidas dentro de un sistema de edición abierta pueden alcanzar el máximo control sobre el contenido producido dentro del sistema literalmente borrando la diversidad la controversia y la inconsistencia y homogeneizando las voces de los contribuyentes»,Spanish,0,52,51
4940,4940,​ la comunidad también ha sido criticada por responder a las quejas sobre la calidad de un artículo aconsejando a las personas que se quejan a arreglar el artículo por sí mismos,Spanish,0,32,31
4941,4941,​ el profesor james h fetzer ha criticado a wikipedia en que no podía cambiar el artículo sobre sí mismo​ para garantizar la imparcialidad la wikipedia tiene una política que desalienta la edición de biografías de los sujetos mismos salvo en casos claros como revertir el vandalismo o correcciones sobre desactualización o datos erróneos,Spanish,0,54,53
4942,4942,​ la comunidad ha sido descrita como de culto​​​ aunque no siempre con connotaciones negativas del todo,Spanish,0,17,16
4943,4943,​ wikipedia no requiere que sus usuarios se identifiquen,Spanish,0,9,8
4944,4944,esto significa que varias personas pueden utilizar una cuenta o más frecuentemente una persona puede utilizar varias cuentas a menudo en un intento de influir en el contenido de los artículos o ayudar a crear consenso en las disputas editoriales,Spanish,0,40,39
4945,4945,​​ la última práctica se conoce como usuarios títeres que se desalienta activamente en la wikipedia,Spanish,0,16,15
4946,4946,​ proyectos como wikipedia susningnu o la enciclopedia libre son wikis en los que los artículos son desarrollados por numerosos autores y no existe un criterio de revisión formal,Spanish,0,29,28
4947,4947,wikipedia es la enciclopedia más grande en cuanto a número de artículos o palabras jamás escrita,Spanish,0,16,15
4948,4948,al contrario de lo que sucede con muchas otras su contenido está liberado bajo licencias de contenido abierto,Spanish,0,18,17
4949,4949,en el caso de wikipedia en español cualquier persona tiene la posibilidad de crear un artículo nuevo y casi cualquier visitante puede editar el contenido a excepción de los artículos que se encuentran protegidos,Spanish,0,34,33
4950,4950,sin embargo en la inglesa los usuarios no registrados no pueden comenzar artículos desde cero,Spanish,0,15,14
4951,4951,wikipedia fue creada con la idea de producir textos de calidad a partir de la colaboración entre usuarios a semejanza de los proyectos de desarrollo de aplicaciones libres,Spanish,0,28,27
4952,4952,los artículos evolucionan con el paso del tiempo y esto es visible en su historial de ediciones,Spanish,0,17,16
4953,4953,habitualmente una parte de las ediciones son vandálicas —de contenido no relacionado con wikipedia o con información falsa— y en ocasiones editores con puntos de vista encontrados producen lo que se conoce como guerra de ediciones,Spanish,0,36,35
4954,4954,esta se produce cuando dos o más editores entran en un ciclo de reversiones mutuas debido a disputas causadas por diferencias de opinión sobre el contenido del artículo,Spanish,0,28,27
4955,4955,no hay que confundir vandalismo —que frecuentemente afecta una sola vez a un artículo o artículos— con guerra de ediciones la cual afecta repetidas veces a un mismo artículo en un breve lapso,Spanish,0,33,32
4956,4956,entre los artículos vandalizados frecuentemente en la edición en español destacan george w bush benedicto xvi o testigos de jehová mientras que artículos con fuertes guerras de ediciones son cuba o comunidad valenciana debido a la disparidad entre las opiniones de sus redactores,Spanish,0,43,42
4957,4957,cada capítulo de wikipedia cuenta con un grupo de personal encargado en la cooperación,Spanish,0,14,13
4958,4958,dentro de esta lista se mencionan a administradores cuyas funciones fundamentales son hacer mantenimiento —tal como borrar artículos bloquear vándalos y otras funciones— y estar al servicio del cumplimiento de las normas que la rigen,Spanish,0,35,34
4959,4959,el capítulo con más administradores es la wikipedia en inglés con un total de más de ,Spanish,0,17,16
4960,4960,​ debido a su considerable popularidad existieron propuestas de mascotas que representaban a wikipedia de una manera no oficial,Spanish,0,19,18
4961,4961,la primera en aparecer fue la de wikípedo una hormiga trabajadora dedicada al mantenimiento de sus contribuciones,Spanish,0,17,16
4962,4962,​ su popularidad fue poca,Spanish,0,5,4
4963,4963,en  en una votación para ser remplazada o abandonada la comunidad eligió a wikipetan un personaje tipo ostan dibujada por un usuario diseñador gráfico para un proyecto de anime y manga,Spanish,0,32,31
4964,4964,​ no obstante ha sido criticada por ser sexuada considerado ofensivo por partes de la comunidad,Spanish,0,16,15
4965,4965,​​​ wikipedia tiene una serie de políticas establecidas por los propios participantes cuya finalidad conjunta es mantener la identidad del proyecto como enciclopedia y promover la calidad de sus contenidos,Spanish,0,30,29
4966,4966,cada capítulo de wikipedia adopta sus propias políticas aunque algunas son comunes a todos ellos,Spanish,0,15,14
4967,4967,una vez que la comunidad logra el consenso sobre la aplicación de una norma todos los editores están obligados a respetarla,Spanish,0,21,20
4968,4968,algunas de estas políticas son wikipedia es un proyecto dirigido a —literalmente— todo el mundo y editable por —literalmente— cualquier persona,Spanish,0,21,20
4969,4969,esta característica constituye una de sus mayores ventajas pero también genera un problema existen personas que introducen —deliberadamente o no— información parcial bien creando un planteamiento sesgado o bien omitiendo puntos de vista que no comparten o que no les interesan,Spanish,0,41,40
4970,4970,​ la política que se encarga de combatir dicho problema es el punto de vista neutral que básicamente establece la necesidad absoluta e innegociable de reunir en los artículos susceptibles de polémica todos los puntos de vista significativos,Spanish,0,38,37
4971,4971,además las licencias de contenido libre garantizan que dicho contenido pueda ser reeditado cuantas veces sea necesario y por cualquier persona si el propósito de la edición es la mejora,Spanish,0,30,29
4972,4972,según jimmy wales uno de los fundadores de wikipedia la colaboración produce efectos positivos y ampliamente aceptados,Spanish,0,17,16
4973,4973,​ para el ingeniero informático formado en filosofía joaquín siabra fraile wikipedia es primero un conjunto de reglas y procedimientos y solo después contenidos las reglas son un mecanismo virtual diseñado para conseguir unos contenidos fruto del consenso racional,Spanish,0,39,38
4974,4974,para siabra se dan en el wikipedista lo que habermas consideraba como criterios del participante en una situación ideal de comunicación verdad rectitud y veracidad,Spanish,0,25,24
4975,4975,​​ wikipedia debido a su condición de enciclopedia electrónica sin ánimo de lucro y en crecimiento permanente tanto en lo referente a su contenido como a su número de editores —cuya inmensa mayoría colabora de forma altruista— admite información que no tendría cabida en una enciclopedia convencional limitada esta última por el espacio físico —número de tomos— en el que se confina dicha información por el número de editores contratados por la editorial y por el tiempo dedicado a confeccionar la obra,Spanish,0,82,81
4976,4976,sin embargo no toda la información tiene cabida y existen criterios de relevancia establecidos por consenso comunitario de tal modo que aunque no se rechaza a priori ningún artículo se investigan las nuevas creaciones y se descartan las que no cumplen determinados requisitos,Spanish,0,43,42
4977,4977,por ejemplo no se admiten los artículos autopromocionales esto es que ninguna persona puede publicar un artículo sobre sí misma sobre una persona cercana —familiar por ejemplo— o sobre la empresa en la que trabaja,Spanish,0,35,34
4978,4978,cuando el tema goza de una mínima —y necesaria— relevancia llega a captar la atención de —cuando menos— algún medio de comunicación —libro revista periódico— reputado y es a estos últimos a los que según las normas de wikipedia debe acudirse para crear el artículo,Spanish,0,45,44
4979,4979,estos criterios están contemplados en varias políticas a saber «páginas de autopromoción»​ «criterios para el borrado rápido»​ «wikipedia no es una fuente primaria»​ «verificabilidad»​ y «fuentes fiables»,Spanish,0,27,26
4980,4980,​ según declaraciones oficiosas de un «bibliotecario» —administrador— colombiano de la wikipedia en español los «bibliotecarios» de esta wikipedia eliminan más artículos que los de otras versiones de wikipedia,Spanish,0,29,28
4981,4981,​ el contenido textual está bajo las licencias gnu y creative commons la última versión se actualizó mediante una votación entre el  de abril y el  de mayo de ,Spanish,0,32,31
